Name	Strain	Temp	Source_ID	Genome
Torulaspora delbrueckii	IFI 718	26	CECT 12699	
Torulaspora delbrueckii	IFI 719	26	CECT 12700	
Torulaspora delbrueckii	IFI 720	26	CECT 12701	
Saccharomyces cerevisiae	IFI 722	26	CECT 12702	
Torulaspora delbrueckii	IFI 723	26	CECT 12703	
Torulaspora delbrueckii	IFI 724	26	CECT 12704	
Torulaspora delbrueckii	IFI 725	26	CECT 12705	
Torulaspora delbrueckii	IFI 726	26	CECT 12706	
Torulaspora delbrueckii	IFI 727	26	CECT 12707	
Torulaspora delbrueckii	IFI	26	CECT 12708	
Torulaspora delbrueckii	IFI 730	26	CECT 12709	
Torulaspora delbrueckii	IFI 731	26	CECT 12710	
Torulaspora delbrueckii	IFI 732	26	CECT 12711	
Torulaspora delbrueckii	IFI 733	26	CECT 12712	
Torulaspora delbrueckii	IFI 742	26	CECT 12713	
Torulaspora delbrueckii	IFI 746	26	CECT 12714	
Torulaspora delbrueckii	IFI 749	26	CECT 12715	
Torulaspora delbrueckii	IFI 750	26	CECT 12716	
Torulaspora delbrueckii	IFI 767	26	CECT 12717	
Torulaspora delbrueckii	IFI 768	26	CECT 12718	
Torulaspora delbrueckii	IFI 774	26	CECT 12719	
Torulaspora delbrueckii	IFI 775	26	CECT 12720	
Torulaspora delbrueckii	IFI 778	26	CECT 12721	
Torulaspora delbrueckii	IFI 782	26	CECT 12722	
Torulaspora delbrueckii	IFI 783	26	CECT 12723	
Torulaspora delbrueckii	IFI 784	26	CECT 12724	
Torulaspora delbrueckii	IFI 785	26	CECT 12725	
Torulaspora delbrueckii	IFI 786	26	CECT 12726	
Torulaspora delbrueckii	IFI 787	26	CECT 12727	
Torulaspora delbrueckii	IFI 789	26	CECT 12728	
Torulaspora delbrueckii	IFI 790	26	CECT 12729	
Torulaspora delbrueckii	IFI 791	26	CECT 12730	
Torulaspora delbrueckii	IFI 792	26	CECT 12731	
Torulaspora delbrueckii	IFI 793	26	CECT 12732	
Torulaspora delbrueckii	IFI 794	26	CECT 12733	
Torulaspora delbrueckii	IFI 795	26	CECT 12734	
Torulaspora delbrueckii	IFI 796	26	CECT 12735	
Torulaspora delbrueckii	IFI 798	26	CECT 12736	
Saccharomyces cerevisiae	IFI 799	26	CECT 12737	
Saccharomyces bayanus	IFI 801	26	CECT 12738	
Saccharomyces bayanus	IFI 802	26	CECT 12739	
Saccharomyces bayanus	IFI 803	26	CECT 12740	
Saccharomyces bayanus	IFI 804	26	CECT 12741	
Saccharomyces bayanus	IFI 805	26	CECT 12742	
Saccharomyces bayanus	IFI 806	26	CECT 12743	
Saccharomyces bayanus	IFI 807	26	CECT 12744	
Torulaspora delbrueckii	IFI 809	26	CECT 12745	
Torulaspora delbrueckii	IFI 810	26	CECT 12746	
Torulaspora delbrueckii	IFI 811	26	CECT 12747	
Torulaspora delbrueckii	IFI 812	26	CECT 12748	
Saccharomyces cerevisiae	IFI 813	26	CECT 12749	
Saccharomyces cerevisiae	IFI 814	26	CECT 12750	
Saccharomyces cerevisiae	IFI 815	26	CECT 12751	
Torulaspora delbrueckii	IFI 830	26	CECT 12752	
Debaryomyces hansenii	IFI 866	26	CECT 12753	
Candida intermedia	IFI 872	26	CECT 12754	
Hanseniaspora guilliermondii	IFI 898	26	CECT 12755	
Hanseniaspora guilliermondii	IFI 899	26	CECT 12756	
Hanseniaspora guilliermondii	IFI 910	26	CECT 12757	
Wickerhamomyces subpelliculosus	IFI 918	26	CECT 12758	
Wickerhamomyces subpelliculosus	IFI 920	26	CECT 12759	
Wickerhamomyces subpelliculosus	IFI 921	26	CECT 12760	
Wickerhamomyces subpelliculosus	IFI 922	26	CECT 12761	
Wickerhamomyces subpelliculosus	IFI 923	26	CECT 12762	
Wickerhamomyces subpelliculosus	IFI 924	26	CECT 12763	
Wickerhamomyces anomalus	IFI 925	26	CECT 12764	
Wickerhamomyces anomalus	IFI 926	26	CECT 12765	
Wickerhamomyces anomalus	IFI 927	26	CECT 12766	
Wickerhamomyces anomalus	IFI 928	26	CECT 12767	
Wickerhamomyces anomalus	IFI 929	26	CECT 12768	
Williopsis saturnus	IFI 931	26	CECT 12769	
Wickerhamomyces anomalus	IFI 932	26	CECT 12770	
Wickerhamomyces anomalus	IFI 933	26	CECT 12771	
Wickerhamomyces anomalus	IFI 934	26	CECT 12772	
Schizosaccharomyces pombe	IFI 935	26	CECT 12773	
Schizosaccharomyces pombe	IFI 936	26	CECT 12774	
Schizosaccharomyces pombe	IFI 939	26	CECT 12776	
Wickerhamomyces subpelliculosus	IFI 943	26	CECT 12777	
Pichia holstii	IFI 944	26	CECT 12778	
Pichia holstii	IFI 945	26	CECT 12779	
Pichia membranifaciens	IFI 946	26	CECT 12780	
Pichia membranifaciens	IFI 947	26	CECT 12781	
Pichia membranifaciens	IFI 948	26	CECT 12782	
Wickerhamomyces anomalus	IFI 949	26	CECT 12783	
Pichia membranifaciens	IFI 950	26	CECT 12784	
Pichia membranifaciens	IFI 951	26	CECT 12785	
Wickerhamomyces anomalus	IFI 952	26	CECT 12786	
Kregervanrija fluxuum	IFI 954	26	CECT 12787	
Kregervanrija fluxuum	IFI 955	26	CECT 12788	
Wickerhamomyces anomalus	IFI 956	26	CECT 12789	
Metschnikowia pulcherrima	IFI 959	26	CECT 12790	
Meyerozyma guilliermondii	IFI 962	26	CECT 12791	
Priceomyces carsonii	IFI 965	26	CECT 12792	
Priceomyces carsonii	IFI 966	26	CECT 12793	
Saccharomycodes ludwigii	IFI 974	26	CECT 12794	
Saccharomycodes ludwigii	IFI 975	26	CECT 12795	
Saccharomycodes ludwigii	IFI 976	26	CECT 12796	
Saccharomycodes ludwigii	IFI 979	26	CECT 12797	
Saccharomycodes ludwigii	IFI 980	26	CECT 12798	
Saccharomycodes ludwigii	IFI 981	26	CECT 12799	
Sporidiobolus pararoseus	IFI 985	26	CECT 12801	
Naganishia globosa	IFI 994	26	CECT 12802	
Nakazawaea pomicola	IFI 1114	26	CECT 12803	
Wickerhamomyces anomalus	IFI 1115	26	CECT 12804	
Wickerhamomyces anomalus	IFI 1117	26	CECT 12805	
Wickerhamomyces anomalus	IFI 1118	26	CECT 12806	
Wickerhamomyces anomalus	IFI 1119	26	CECT 12807	
Wickerhamomyces anomalus	IFI 1120	26	CECT 12808	
Wickerhamomyces anomalus	IFI 1123	26	CECT 12809	
Wickerhamomyces anomalus	IFI 1124	26	CECT 12810	
Wickerhamomyces subpelliculosus	IFI 1125	26	CECT 12811	
Wickerhamomyces anomalus	IFI 1128	26	CECT 12812	
Lachancea thermotolerans	IFI 1135	26	CECT 12813	
Torulaspora delbrueckii	IFI 1140	26	CECT 12814	
Lachancea waltii	IFI 1141	26	CECT 12815	
Saccharomyces sp	IFI 1142	26	CECT 12816	
Lachancea waltii	IFI 1143	26	CECT 12817	
Lachancea thermotolerans	IFI 1144	26	CECT 12818	
Saccharomyces cerevisiae	IFI 1145	26	CECT 12819	
Lachancea waltii	IFI 1147	26	CECT 12820	
Schizosaccharomyces pombe	IFI 1148	26	CECT 12821	
Lachancea thermotolerans	IFI 1149	26	CECT 12822	
Metschnikowia pulcherrima	IFI 1198	26	CECT 12823	
Metschnikowia pulcherrima	IFI 1199	26	CECT 12824	
Metschnikowia pulcherrima	IFI 1200	26	CECT 12825	
Metschnikowia pulcherrima	IFI 1204	26	CECT 12826	
Metschnikowia pulcherrima	IFI 1205	26	CECT 12827	
Metschnikowia pulcherrima	IFI 1206	26	CECT 12828	
Metschnikowia pulcherrima	IFI 1207	26	CECT 12829	
Metschnikowia pulcherrima	IFI 1209	26	CECT 12830	
Metschnikowia pulcherrima	IFI 1210	26	CECT 12831	
Yarrowia lipolytica	IFI 1211	26	CECT 12832	
Yarrowia lipolytica	IFI 1212	26	CECT 12833	
Metschnikowia pulcherrima	IFI 1218	26	CECT 12834	
Metschnikowia pulcherrima	IFI 1219	26	CECT 12835	
Metschnikowia pulcherrima	IFI 1222	26	CECT 12836	
Metschnikowia pulcherrima	IFI 1223	26	CECT 12837	
Metschnikowia pulcherrima	IFI 1240	26	CECT 12838	
Meyerozyma guilliermondii	IFI 1242	26	CECT 12839	
Debaryomyces sp.	IFI 1243	26	CECT 12840	
Metschnikowia pulcherrima	IFI 1244	26	CECT 12841	
Issatchenkia orientalis	IFI 1245	26	CECT 12842	
Issatchenkia orientalis	IFI 1250	26	CECT 12843	
Issatchenkia orientalis	IFI 1251	26	CECT 12844	
Wickerhamomyces subpelliculosus	IFI 1253	26	CECT 12845	
Cyberlindnera jadinii	IFI 1255	26	CECT 12846	
Kregervanrija fluxuum	IFI 1260	26	CECT 12847	
Candida zeylanoides	IFI 1270	26	CECT 12848	
Torulaspora delbrueckii	IFI 1303	26	CECT 12850	
Debaryomyces hansenii	IFI 1307	26	CECT 12851	
Debaryomyces hansenii	IFI 1308	26	CECT 12852	
Yamadazyma mexicana	IFI 1309	26	CECT 12853	
Yamadazyma mexicana	IFI 1310	26	CECT 12854	
Yamadazyma mexicana	IFI 1311	26	CECT 12855	
Metschnikowia pulcherrima	IFI 1313	26	CECT 12856	
Yamadazyma mexicana	IFI 1315	26	CECT 12857	
Yamadazyma mexicana	IFI1317	26	CECT 12858	
Torulaspora delbrueckii	IFI 1320	26	CECT 12859	
Torulaspora delbrueckii	IFI 1322	26	CECT 12860	
Issatchenkia orientalis	IFI 1324	26	CECT 12861	
Nakazawaea pomicola	IFI 1326	26	CECT 12863	
Torulaspora delbrueckii	IFI 1327	26	CECT 12864	
Candida inconspicua	IFI 1328	26	CECT 12865	
Kluyveromyces lactis	IFI 1329	26	CECT 12866	
Kluyveromyces lactis	IFI 1330	26	CECT 12867	
Torulaspora delbrueckii	IFI 1331	26	CECT 12868	
Pichia membranifaciens	IFI 1331	26	CECT 12869	
Candida parapsilosis	IFI 1336	26	CECT 12870	
Issatchenkia orientalis	IFI 1337	26	CECT 12871	
Pichia kudriavzevii	IFI 1338	26	CECT 12872	
Metschnikowia pulcherrima	IFI 1339	26	CECT 12873	
Wickerhamomyces anomalus	IFI 1341	26	CECT 12874	
Wickerhamomyces anomalus	IFI 1342	26	CECT 12875	
Candida solani	IFI 1343	26	CECT 12876	
Candida solani	IFI 1344	26	CECT 12877	
Candida solani	IFI 1345	26	CECT 12878	
Candida solani	IFI 1346	26	CECT 12879	
Candida solani	IFI 1347	26	CECT 12880	
Candida solani	IFI 1348	26	CECT 12881	
Metschnikowia pulcherrima	IFI 1349	26	CECT 12882	
Clavispora lusitaniae	IFI 1355	26	CECT 12883	
Clavispora lusitaniae	IFI 1357	26	CECT 12884	
Clavispora lusitaniae	IFI 1359	26	CECT 12885	
Clavispora lusitaniae	IFI 1360	26	CECT 12886	
Clavispora lusitaniae	IFI 1361	26	CECT 12887	
Clavispora lusitaniae	IFI 1362	26	CECT 12888	
Wickerhamomyces anomalus	IFI 1378	26	CECT 12889	
Wickerhamomyces canadensis	IFI 1379	26	CECT 12890	
Rhodotorula mucilaginosa	IFI 1390	26	CECT 12891	
Rhodotorula mucilaginosa	IFI 1391	26	CECT 12892	
Sporidiobolus pararoseus	IFI 1392	26	CECT 12893	
Rhodotorula mucilaginosa	IFI 1416	26	CECT 12894	
Rhodotorula dairenensis	IFI 1420	26	CECT 12895	
Rhodotorula dairenensis	IFI 1421	26	CECT 12896	
Rhodotorula mucilaginosa	IFI 1429	26	CECT 12897	
Metschnikowia pulcherrima	IFI 1459	26	CECT 12898	
Candida oleophila	IFI 1460	26	CECT 12899	
Candida intermedia	IFI 1479	26	CECT 12902	
Wickerhamomyces anomalus	IFI 1503	26	CECT 12903	
Saccharomyces bayanus	IFI 1557	26	CECT 12904	
Saccharomyces bayanus	IFI 1567	26	CECT 12905	
Saccharomyces cerevisiae	IFI 1627	26	CECT 12906	
Saccharomyces cerevisiae	IFI 1663	26	CECT 12907	
Saccharomyces cerevisiae	IFI 1682	26	CECT 12908	
Saccharomyces cerevisiae	IFI 1685	26	CECT 12909	
Saccharomyces cerevisiae	IFI 1693	26	CECT 12910	
Saccharomyces cerevisiae	IFI 1695	26	CECT 12911	
Saccharomyces cerevisiae	IFI 1696	26	CECT 12912	
Metschnikowia chrysoperlae	IFI 1934	26	CECT 12915	
Pichia membranifaciens	IFI 1942	26	CECT 12916	
Zygosaccharomyces rouxii	IFI 1957	26	CECT 12917	
Schizosaccharomyces pombe	IFI 2139	26	CECT 12918	
Zygosaccharomyces rouxii	IFI 2144	26	CECT 12919	
Pachysolen tannophilus	IFI 2147	26	CECT 12920	
Pachysolen tannophilus	IFI 2148	26	CECT 12921	
Saccharomyces pastorianus	IFI 2150	26	CECT 12922	
Saccharomyces pastorianus	IFI 2151	26	CECT 12923	
Saccharomyces bayanus	IFI 2160	26	CECT 12924	
Saccharomyces cerevisiae	IFI 2170	26	CECT 12925	
Saccharomyces cerevisiae	IFI 2180	26	CECT 12926	
Saccharomyces cerevisiae	IFI 2181	26	CECT 12927	
Saccharomyces cerevisiae	IFI 2182	26	CECT 12928	
Saccharomyces cerevisiae	IFI 2200	26	CECT 12929	
Saccharomyces pastorianus	IFI 2201	26	CECT 12930	
Saccharomyces cerevisiae	IFI 2202	26	CECT 12931	
Saccharomyces cerevisiae	IFI 2203	26	CECT 12932	
Saccharomyces cerevisiae	IFI 2204	26	CECT 12933	
Saccharomyces cerevisiae	IFI 2205	26	CECT 12934	
Saccharomyces cerevisiae	IFI 2206	26	CECT 12935	
Saccharomyces cerevisiae	IFI 2210	26	CECT 12936	
Saccharomyces sp	IFI 2211; EC-118	26	CECT 12937	
Debaryomyces hansenii	IFI 2212	26	CECT 12938	
Saccharomyces cerevisiae	IFI 2300	26	CECT 12939	
Saccharomyces kudriavzevii	IFI 2301	26	CECT 12940	
Saccharomyces cerevisiae	IFI 2302	26	CECT 12941	
Saccharomyces cerevisiae	IFI 2303	26	CECT 12942	
Debaryomyces hansenii	IFI 2304, Levadura sp. (AL-7-5)	26	CECT 12943	
Debaryomyces hansenii	IFI 2305	26	CECT 12944	
Hanseniaspora uvarum	IFI 1010	26	CECT 12945	
Hanseniaspora uvarum	IFI 1015	26	CECT 12946	
Hanseniaspora uvarum	IFI 1045	26	CECT 12947	
Hanseniaspora uvarum	IFI 1059	26	CECT 12948	
Candida parapsilosis	AM2001/0013	26	CECT 13009	
Candida metapsilosis	J960161	26	CECT 13010	
Candida orthopsilosis	J981226	26	CECT 13011	
Sporobolomyces roseus	KCTC 17112	25	CECT 13019	
Meyerozyma caribbica	KCTC 17289	26	CECT 13026	
Candida cabralensis	1AD8	26	CECT 13027	
Candida cabralensis	3AD15	26	CECT 13028	
Candida cabralensis	3AD23	26	CECT 13029	
Malassezia cuniculi	MA 1339	37	CECT 13051	GCA_001264635.1
Moesziomyces antarcticus	MUC 30324	20	CECT 13054	
Candida keroseneae	IMI 395605	25	CECT 13058	
Candida keroseneae	IMI 395606	25	CECT 13059	
Candida albicans	UPV 1413	26	CECT 13062	
Candida albicans	UPV 1360	26	CECT 13063	
Lachancea lanzarotensis	L2C-15	26	CECT 13066	GCA_000938715.1
Lachancea lanzarotensis	5BA-1	26	CECT 13067	
Lachancea lanzarotensis	12BA-11	26	CECT 13068	
Lachancea lanzarotensis	FLN2-4	26	CECT 13069	
Lachancea lanzarotensis	GMV1-4	26	CECT 13070	
Lachancea lanzarotensis	GMV1-7	26	CECT 13071	
Lachancea lanzarotensis	CMV1-9	26	CECT 13072	
Saccharomyces cerevisiae	NCYC 79	26	CECT 13074	
Zygosaccharomyces rouxii	NCYC 1522	26	CECT 13075	
Leucosporidium escuderoi	E2A-C3-II	18	CECT 13080	
Cystobasidium portillonense	Pi2	20	CECT 13081	
Saccharomyces cerevisiae	IHEM 17987	26	CECT 13084	
Saccharomyces cerevisiae	111	25	CECT 13086	
Saccharomyces cerevisiae	122	25	CECT 13087	
Saccharomyces cerevisiae	123	25	CECT 13088	
Saccharomyces cerevisiae	143	25	CECT 13089	
Saccharomyces cerevisiae	812	25	CECT 13090	
Saccharomyces cerevisiae	817	25	CECT 13091	
Saccharomyces cerevisiae	821.8.11-P2	30	CECT 13093	
Candida galli	03-HUPM	28	CECT 13101	
Cryptococcus magnus	HCUV-471606	26	CECT 13116	
Trichosporon asahii	HCUV-471212	26	CECT 13117	
Candida albicans	MUCL 30112	26	CECT 13118	
Kluyveromyces lactis	503BP17-11	26	CECT 13121	
Kluyveromyces marxianus	505OS-5	26	CECT 13122	
Rhodotorula glutinis	CBS 20	26	CECT 13136	
Malassezia psittaci	MA 1454	32	CECT 13137	
Malassezia brasiliensis	MA 1455	32	CECT 13138	
Saccharomyces cerevisiae	Sc24	28	CECT 13139	
Saccharomyces cerevisiae	XG3	28	CECT 13140	
Nakazawaea molendini-olei	VL2-1	28	CECT 13143	
Saccharomyces cerevisiae	CLI 271	28	CECT 13144	
Saccharomyces cerevisiae	CLI 889	28	CECT 13145	
Saccharomyces cerevisiae	CLI 1339	28	CECT 13146	
Moesziomyces sp	EBV97-87	28	CECT 13162	
Geotrichum candidum	NAV-1	25	CECT 13166	
Dipodascus uninucleata	CBS 190.37	26	CECT 13175	
Saccharomyces cerevisiae	Vs_INCAVI B1 (6F5)	28	CECT 13179	
Saccharomyces cerevisiae	Vs_INCAVI B5 (18F4)	28	CECT 13180	
Saccharomyces cerevisiae	Vs_INCAVI B6 (10F3)	28	CECT 13181	
Saccharomyces cerevisiae	Vs_INCAVI B8 (12F14)	28	CECT 13182	
Saccharomyces cerevisiae	Vs_INCAVI B29 (18F2)	28	CECT 13183	
Pichia kudriavzevii	UAB1	30	CECT 13184	
Cystobasidium sp	P5	20	CECT 13192	
Exophiala sp	YM11	20	CECT 13193	
Pyrenochaeta cava	EMV 1	24	CECT 20001	
Epicoccum nigrum	EMV 2	24	CECT 20002	
Epicoccum nigrum	EMV 3	24	CECT 20003	
Epicoccum nigrum	EMV 4	24	CECT 20004	
Epicoccum nigrum	EMV 5	24	CECT 20005	
Peyronellaea pinodella	EMV 6	24	CECT 20006	
Peyronellaea pinodella	Archer 377; EMV 7	24	CECT 20007	
Paraboeremia putaminum	EMV 8	24	CECT 20008	
Phoma leveillei	EMV 9	24	CECT 20009	
Paraphoma fimeti	EMV 11	24	CECT 20011	
Epicoccum sorghinum	EMV 12	24	CECT 20012	
Epicoccum sorghinum	EMV 13	24	CECT 20013	
Phoma herbarum	EMV 14	24	CECT 20014	
Phoma herbarum	EMV 15	24	CECT 20015	
Phoma herbarum	EMV 16	24	CECT 20016	
Boeremia exigua	EMV 17	24	CECT 20017	
Boeremia exigua	EMV 18	24	CECT 20018	
Boeremia exigua	EMV 19	24	CECT 20019	
Boeremia exigua	EMV 20	24	CECT 20020	
Phoma exigua	EMV 21	24	CECT 20021	
Boeremia exigua	EMV 22	24	CECT 20022	
Pyrenochaeta cava	EMV 27	24	CECT 20027	
Epicoccum nigrum	EMV 28	24	CECT 20028	
Peyronellaea pinodella	EMV 29	24	CECT 20029	
Paraboeremia putaminum	EMV 30	24	CECT 20030	
Epicoccum sorghinum	EMV 32	24	CECT 20032	
Epicoccum sorghinum	EMV 33	24	CECT 20033	
Epicoccum sorghinum	EMV 34	24	CECT 20034	
Neocamarosporium betae	EMV 35	24	CECT 20035	
Neocamarosporium betae	EMV 36	20	CECT 20036	
Phoma herbarum	EMV 37	23	CECT 20037	
Phoma herbarum	EMV 38	24	CECT 20038	
Boeremia exigua	EMV 39	24	CECT 20039	
Pyrenochaeta dolichi	EMV 40	24	CECT 20040	
Pyrenochaeta dolichi	EMV 41	24	CECT 20041	
Pyrenochaeta dolichi	EMV 42	24	CECT 20042	
Pyrenochaeta cava	Monte 43	24	CECT 20043	
Epicoccum nigrum	EMV 44	24	CECT 20044	
Boeremia exigua	EMV 45	26	CECT 20045	
Didymella molleriana	EMV 46	24	CECT 20046	
Chaetosphaeronema coonsii	EMV 67	24	CECT 20047	
Boeremia sambuci-nigrae	EMV 48	24	CECT 20048	
Boeremia diversispora	EMV 49	24	CECT 20049	
Boeremia lilacis	EMV 50	24	CECT 20050	
Boeremia foveata	EMV 68	26	CECT 20051	
Paraphoma fimeti	EMV 52	24	CECT 20052	
Pyrenochaetopsis microspora	EMV 53	24	CECT 20053	
Paraboeremia putaminum	EMV 54	24	CECT 20054	
Phoma dennisii	EMV 56	24	CECT 20056	
Phoma macrostoma	Monte 58	24	CECT 20058	
Neocamarosporium betae	EMV 60	24	CECT 20060	
Neocamarosporium betae	EMV 61	24	CECT 20061	
Paraphoma fimeti	EMV 62	20	CECT 20062	
Plenodomus enteroleucus	EMV 63	24	CECT 20063	
Hypocrea gelatinosa	IMI 090310	24	CECT 20100	
Trichoderma viride	NBT 4	24	CECT 20101	
Trichoderma atrobrunneum	NBT 6	26	CECT 20102	
Trichoderma hamatum	NBT 7	24	CECT 20103	
Trichoderma guizhouense		24	CECT 20104	
Trichoderma longibrachiatum	NBT 9	24	CECT 20105	
Trichoderma parareesei	NBT 10	24	CECT 20106	
Trichoderma citrinoviride	NBT 15	26	CECT 20107	
Trichoderma saturnisporum	NBT 20	24	CECT 20108	
Trichoderma saturnisporum	NBT 19	26	CECT 20109	
Chrysosporium keratinophilum	MUCL 10067	20	CECT 20110	
Athelia rolfsii	MUCL 1007	25	CECT 20111	
Chrysosporium tropicum	MUCL 10068	24	CECT 20112	
Geomyces pannorum		20	CECT 20113	
Monilinia fructigena	MUCL 18345	24	CECT 20115	
Arthroderma insingulare	MUCL 9810	20	CECT 20116	
Coniella granati	CBS 252.38	26	CECT 20117	
Eutypa lata	CBS 208.87	26	CECT 20118	
Elsinoe ampelina	CBS 208.25	24	CECT 20119	
Colletotrichum nymphaeae	IMI 345028	24	CECT 20120	
Colletotrichum siamense	IMI 345047R	24	CECT 20121	
Colletotrichum gloeosporioides	IMI 345051R	24	CECT 20122	
Glomerella cingulata		24	CECT 20123	
Sydowia polyspora	IMI 62458	24	CECT 20124	
Pisolithus arhizus	Marx, 293	26	CECT 20126	
Ganoderma applanatum		24	CECT 20127	
Amphinema byssoides		26	CECT 20128	
Penicillium expansum	MUCL 29381	24	CECT 20140	
Hebeloma sinapizans	CBS 264.52	26	CECT 20141	
Coniophora olivacea	MUCL 20566	20	CECT 20145	
Gloeophyllum trabeum	MUCL 11353	20	CECT 20146	
Rhodonia placenta	MUCL 20569	20	CECT 20147	
Trametes versicolor	MUCL 1011	20	CECT 20148	
Hebeloma sinapizans		24	CECT 20149	
Fusarium sporotrichioides	NRRL 3299	26	CECT 20150	
Paxillus involutus	CBS 477.89	26	CECT 20151	
Rhizopogon roseolus	CBS 388.74	26	CECT 20153	
Colletotrichum nymphaeae		24	CECT 20154	
Aspergillus niger	Cabañes A-75	24	CECT 20156	
Aspergillus niger	Cabañes A-136	24	CECT 20157	
Passalora fulva	R4945	24	CECT 20163	
Lichtheimia corymbifera	Hennebert, G.L (5-1970)	37	CECT 20164	
Fusarium sporotrichioides	NRRL 3287	24	CECT 20165	
Fusarium sporotrichioides	Joffe ITFRC T-345	24	CECT 20166	
Aspergillus tubingensis	IFO 4414	25	CECT 20167	
Aspergillus oryzae	NRRL 468	25	CECT 20168	
Rhizopus microsporus	NRRL 2549	25	CECT 20169	
Thanatephorus cucumeris	Me 8-2	25	CECT 20171	
Thanatephorus cucumeris	Me 8-4	25	CECT 20172	
Thanatephorus cucumeris	Me 8-7	25	CECT 20173	
Thanatephorus cucumeris	Pin JRS1	25	CECT 20174	
Thanatephorus cucumeris	Pin JRS3	25	CECT 20175	
Thanatephorus cucumeris	RSA	25	CECT 20176	
Thanatephorus cucumeris	AG1-331	25	CECT 20177	
Ganoderma lucidum	MUCL 31549	20	CECT 20183	
Fusarium equiseti	MUCL 14282	25	CECT 20184	
Phytophthora cinnamomi	CIDA	25	CECT 20186	
Rosellinia necatrix		25	CECT 20187	
Cunninghamella echinulata	NRRL 3655	25	CECT 20189	
Aspergillus fumigatus	IFO 5840	25	CECT 20190	
Beauveria bassiana	CBS 209.27	25	CECT 20191	
Septonema tormes		24	CECT 20193	
Aspergillus terreus	IATA 1	26	CECT 20194	
Trametes sp.	I-62	28	CECT 20197	
Neocamarosporium betae	17	25	CECT 20198	
Neocamarosporium betae	32	25	CECT 20199	
Fusarium oxysporum		25	CECT 20201	
Acremonium curcubitacearum	García-Jiménez A-99	25	CECT 20202	
Gibberella intricans	García-Jiménez 68	25	CECT 20203	
Arthrinium sp.	AN	25	CECT 20204	
Arthrinium marii	AC22	26	CECT 20205	
Ceratocystis ethacetica		26	CECT 20207	
Ophiocordyceps aphodii	CBS 150.47	20	CECT 20210	
Monascus purpureus		28	CECT 20212	
Paecilomyces divaricatus		25	CECT 20213	
Trichoderma virens		26	CECT 20214	
Ceratocystis paradoxa	García-Jiménez 3	25	CECT 20215	
Ceratocystis paradoxa	García-Jiménez 58	25	CECT 20216	
Nalanthamala vermoesenii	García-Jiménez 4	25	CECT 20217	
Acremonium charticola	García-Jiménez 116	26	CECT 20218	
Acremonium charticola	García-Jiménez 12	26	CECT 20219	
Ophiostoma ulmi	García-Jiménez 28	25	CECT 20220	
Rosellinia necatrix	García-Jiménez 48	26	CECT 20221	
Neodeightonia phoenicum	García-Jiménez 59	25	CECT 20222	
Trichothecium roseum	García-Jiménez 63	25	CECT 20223	
Paecilomyces sp.	CG-260	26	CECT 20225	
Penicillium aurantiogriseum	IMI 195050	25	CECT 20226	
Penicillium brevicompactum	IMI 40225	25	CECT 20227	
Aspergillus fumigatus	IMI 016153	25	CECT 20228	
Fusarium solani	Cabañes F228	26	CECT 20232	
Suillus luteus	Sl	26	CECT 20236	
Colletotrichum nymphaeae	CT2	26	CECT 20240	
Verticillium dahliae	García-Jiménez 10	24	CECT 20242	
Verticillium dahliae	García-Jiménez 50	24	CECT 20243	
Verticillium dahliae	García-Jiménez 53	24	CECT 20244	
Verticillium dahliae	García-Jiménez 115	24	CECT 20245	
Verticillium dahliae	García-Jiménez 191	24	CECT 20246	
Colletotrichum circinans	García-Jiménez 75	24	CECT 20247	
Colletotrichum nigrum	García-Jiménez 223	24	CECT 20248	
Colletotrichum gloeosporioides	García-Jiménez 224	24	CECT 20249	
Colletotrichum gloeosporioides	García-Jiménez 226	24	CECT 20250	
Ophiostoma ulmi	García-Jiménez & Alfaro 43	24	CECT 20251	
Gibberella intricans	García-Jiménez 68	24	CECT 20252	
Setophoma terrestris	García-Jiménez 92	26	CECT 20253	
Setophoma terrestris	García-Jiménez 96	26	CECT 20254	
Discohainesia oenotherae	García-Jiménez 97	24	CECT 20255	
Pestalotiopsis funereoides	García-Jiménez 137	24	CECT 20256	
Embellisia alli	García-Jiménez 169	24	CECT 20257	
Sphaeria chrysosperma	García-Jiménez 215	24	CECT 20258	
Penicillium camemberti	IMI 039820	25	CECT 20259	
Schizophyllum commune	García-Jiménez 307	24	CECT 20260	
Passalora fulva	García-Jiménez 322	25	CECT 20261	
Didymella glomerata	García-Jiménez 475	25	CECT 20262	
Lasiodiplodia pseudotheobromae	García-Jiménez 515	25	CECT 20263	
Penicillium allii	IMI 039803	25	CECT 20267	
Trichoderma asperellum		25	CECT 20268	
Phytophthora cactorum		25	CECT 20269	
Fusarium graminearum		25	CECT 20270	
Penicillium camemberti	MUCL 29156	25	CECT 20271	
Penicillium chrysogenum	MUCL 31327	25	CECT 20272	
Penicillium chrysogenum		25	CECT 20273	
Penicillium freii		25	CECT 20274	
Magnaporthe oryzae		26	CECT 20276	
Agaricus bisporus	Darlington 649	25	CECT 20291	
Eurotium amstelodami	MUCL 15640	26	CECT 20298	
Aspergillus ruber	MUCL 29386	20	CECT 20299	
Eurotium chevalieri	IMI 313755	25	CECT 20300	
Pleurotus ostreatus	PC9	26	CECT 20311	
Pleurotus ostreatus	PC15	26	CECT 20312	
Phialemonium curvatum	CBS 488.82	25	CECT 20313	
